participant_id,transcript,question,domain,order,section,section_is_4,p
p-1175,19,Prefix-sum,coding,1,4,1,0.84
p-1176,4,Early Universe Galaxies,astrophysics,1,1,0,0.7
p-1176,4,Early Universe Galaxies,astrophysics,1,4,1,0.74
p-1177,22,Probability puzzle,brainteasers,0,1,0,0.5
p-1177,22,Probability puzzle,brainteasers,0,4,1,0.5
p-1178,14,Rust,coding,0,1,0,0.65
p-1178,14,Rust,coding,0,4,1,0.5
p-1179,7,Internal Temperature of Stars,brainteasers,1,1,0,0.51
p-1179,7,Internal Temperature of Stars,brainteasers,1,4,1,0.7
p-1180,17,ORM library,coding,0,1,0,0.67
p-1180,17,ORM library,coding,0,4,1,0.9
p-1181,19,Prefix-sum,coding,0,1,0,0.5
p-1181,19,Prefix-sum,coding,0,4,1,0.5
p-1182,6,Graviational Lens Modelling,astrophysics,0,1,0,0.43
p-1182,6,Graviational Lens Modelling,astrophysics,0,4,1,0.11
p-1183,10,Large Linear Structure,astrophysics,1,1,0,0.5
p-1183,10,Large Linear Structure,astrophysics,1,4,1,0.5
p-1184,5,Graviational Lens Modelling,astrophysics,0,1,0,0.5
p-1184,5,Graviational Lens Modelling,astrophysics,0,4,1,0.5
p-1185,3,Early Universe Galaxies,astrophysics,0,1,0,0.67
p-1185,3,Early Universe Galaxies,astrophysics,0,4,1,0.68
p-1186,22,Probability puzzle,brainteasers,1,1,0,0.67
p-1186,22,Probability puzzle,brainteasers,1,4,1,0.1
p-1187,9,Large Linear Structure,astrophysics,0,1,0,0.5
p-1187,9,Large Linear Structure,astrophysics,0,4,1,0.65
p-1188,17,ORM library,coding,0,1,0,0.66
p-1188,17,ORM library,coding,0,4,1,0.5
p-1189,18,ORM library,coding,0,1,0,0.5
p-1189,18,ORM library,coding,0,4,1,0.35
p-1190,13,Rust,coding,1,1,0,0.5
p-1190,13,Rust,coding,1,4,1,0.5
p-1191,24,Switch,brainteasers,1,1,0,0.6
p-1191,24,Switch,brainteasers,1,4,1,0.9
p-1192,7,Internal Temperature of Stars,brainteasers,0,1,0,0.8
p-1192,7,Internal Temperature of Stars,brainteasers,0,4,1,0.95
p-1193,7,Internal Temperature of Stars,brainteasers,0,1,0,0.91
p-1193,7,Internal Temperature of Stars,brainteasers,0,4,1,0.94
p-1194,17,ORM library,coding,1,1,0,0.9
p-1194,17,ORM library,coding,1,4,1,0.89
p-1195,12,Little Red Dots,astrophysics,1,1,0,0.5
p-1195,12,Little Red Dots,astrophysics,1,4,1,0.5
p-1196,8,Internal Temperature of Stars,brainteasers,1,1,0,0.3
p-1196,8,Internal Temperature of Stars,brainteasers,1,4,1,0.26
p-1197,17,ORM library,coding,1,1,0,0.7
p-1197,17,ORM library,coding,1,4,1,0.77
p-1198,22,Probability puzzle,brainteasers,0,1,0,0.5
p-1198,22,Probability puzzle,brainteasers,0,4,1,0.55
p-1199,13,Rust,coding,1,1,0,0.51
p-1199,13,Rust,coding,1,4,1,0.55
p-1200,18,ORM library,coding,0,1,0,0.4
p-1200,18,ORM library,coding,0,4,1,0.5
p-1201,12,Little Red Dots,astrophysics,0,1,0,0.5
p-1201,12,Little Red Dots,astrophysics,0,4,1,0.5
p-1202,11,Little Red Dots,astrophysics,1,1,0,0.4
p-1202,11,Little Red Dots,astrophysics,1,4,1,0.45
p-1203,6,Graviational Lens Modelling,astrophysics,1,1,0,0.71
p-1203,6,Graviational Lens Modelling,astrophysics,1,4,1,0.75
p-1204,18,ORM library,coding,0,1,0,0.4
p-1204,18,ORM library,coding,0,4,1,0.75
p-1205,16,Database deletion,coding,0,1,0,0.72
p-1205,16,Database deletion,coding,0,4,1,0.4
p-1206,4,Early Universe Galaxies,astrophysics,1,1,0,0.55
p-1206,4,Early Universe Galaxies,astrophysics,1,4,1,0.6
p-1207,5,Graviational Lens Modelling,astrophysics,1,1,0,0.32
p-1207,5,Graviational Lens Modelling,astrophysics,1,4,1,0.59
p-1208,18,ORM library,coding,1,1,0,0.5
p-1208,18,ORM library,coding,1,4,1,0.5
p-1209,4,Early Universe Galaxies,astrophysics,0,1,0,0.75
p-1209,4,Early Universe Galaxies,astrophysics,0,4,1,0.2
p-1210,5,Graviational Lens Modelling,astrophysics,0,1,0,0.43
p-1210,5,Graviational Lens Modelling,astrophysics,0,4,1,0.35
p-1211,23,Switch,brainteasers,1,1,0,0.5
p-1211,23,Switch,brainteasers,1,4,1,0.5
p-1212,22,Probability puzzle,brainteasers,1,1,0,0.1
p-1212,22,Probability puzzle,brainteasers,1,4,1,0.1
p-1213,24,Switch,brainteasers,0,1,0,0.1
p-1213,24,Switch,brainteasers,0,4,1,0.03
p-1214,3,Early Universe Galaxies,astrophysics,1,1,0,0.5
p-1214,3,Early Universe Galaxies,astrophysics,1,4,1,0.5
p-1215,8,Internal Temperature of Stars,brainteasers,1,1,0,0.69
p-1215,8,Internal Temperature of Stars,brainteasers,1,4,1,0.71
p-1216,17,ORM library,coding,1,1,0,0.65
p-1216,17,ORM library,coding,1,4,1,0.6
p-1217,2,Bergs,brainteasers,0,1,0,0.4
p-1217,2,Bergs,brainteasers,0,4,1,0.2
p-1218,18,ORM library,coding,0,1,0,0.34
p-1218,18,ORM library,coding,0,4,1,0.26
p-1219,2,Bergs,brainteasers,0,1,0,0.3
p-1219,2,Bergs,brainteasers,0,4,1,0.99
p-1220,13,Rust,coding,1,1,0,0.55
p-1220,13,Rust,coding,1,4,1,0.35
p-1221,13,Rust,coding,0,1,0,0.64
p-1221,13,Rust,coding,0,4,1,0.47
p-1222,4,Early Universe Galaxies,astrophysics,1,1,0,0.6
p-1222,4,Early Universe Galaxies,astrophysics,1,4,1,0.8
p-1223,23,Switch,brainteasers,0,1,0,0.15
p-1223,23,Switch,brainteasers,0,4,1,0.25
p-1224,13,Rust,coding,0,1,0,0.9
p-1224,13,Rust,coding,0,4,1,0.84
p-1225,19,Prefix-sum,coding,1,1,0,0.5
p-1225,19,Prefix-sum,coding,1,4,1,0.75
p-1226,23,Switch,brainteasers,0,1,0,0.7
p-1226,23,Switch,brainteasers,0,4,1,0.4
p-1227,4,Early Universe Galaxies,astrophysics,0,1,0,0.54
p-1227,4,Early Universe Galaxies,astrophysics,0,4,1,0.5
p-1228,14,Rust,coding,1,1,0,0.5
p-1228,14,Rust,coding,1,4,1,0.4
p-1229,8,Internal Temperature of Stars,brainteasers,0,1,0,0.2
p-1229,8,Internal Temperature of Stars,brainteasers,0,4,1,0.19
p-1230,21,Probability puzzle,brainteasers,1,1,0,0.75
p-1230,21,Probability puzzle,brainteasers,1,4,1,0.72
p-1231,4,Early Universe Galaxies,astrophysics,1,1,0,0.6
p-1231,4,Early Universe Galaxies,astrophysics,1,4,1,0.55
p-1232,7,Internal Temperature of Stars,brainteasers,1,1,0,0.49
p-1232,7,Internal Temperature of Stars,brainteasers,1,4,1,0.5
p-1233,17,ORM library,coding,0,1,0,0.4
p-1233,17,ORM library,coding,0,4,1,0.55
p-1234,2,Bergs,brainteasers,1,1,0,0.84
p-1234,2,Bergs,brainteasers,1,4,1,0.89
p-1235,19,Prefix-sum,coding,0,1,0,0.55
p-1235,19,Prefix-sum,coding,0,4,1,0.7
p-1236,9,Large Linear Structure,astrophysics,0,1,0,0.25
p-1236,9,Large Linear Structure,astrophysics,0,4,1,0.48
p-1237,21,Probability puzzle,brainteasers,0,1,0,0.18
p-1237,21,Probability puzzle,brainteasers,0,4,1,0.13
p-1238,3,Early Universe Galaxies,astrophysics,1,1,0,0.65
p-1238,3,Early Universe Galaxies,astrophysics,1,4,1,0.95
p-1239,20,Prefix-sum,coding,1,1,0,0.3
p-1239,20,Prefix-sum,coding,1,4,1,0.4
p-1240,5,Graviational Lens Modelling,astrophysics,1,1,0,0.8
p-1240,5,Graviational Lens Modelling,astrophysics,1,4,1,0.65
p-1241,20,Prefix-sum,coding,0,1,0,0.5
p-1241,20,Prefix-sum,coding,0,4,1,0.5
p-1242,11,Little Red Dots,astrophysics,0,1,0,0.5
p-1242,11,Little Red Dots,astrophysics,0,4,1,0.85
p-1243,13,Rust,coding,0,1,0,0.75
p-1243,13,Rust,coding,0,4,1,0.4
p-1244,20,Prefix-sum,coding,1,1,0,0.65
p-1244,20,Prefix-sum,coding,1,4,1,0.7
p-1245,6,Graviational Lens Modelling,astrophysics,1,1,0,0.5
p-1245,6,Graviational Lens Modelling,astrophysics,1,4,1,0.07
p-1246,23,Switch,brainteasers,0,1,0,0.5
p-1246,23,Switch,brainteasers,0,4,1,0.5
p-1247,15,Database deletion,coding,0,1,0,0.25
p-1247,15,Database deletion,coding,0,4,1,0.8
p-1248,15,Database deletion,coding,0,1,0,0.3
p-1248,15,Database deletion,coding,0,4,1,0.17
p-1249,16,Database deletion,coding,1,1,0,0.59
p-1249,16,Database deletion,coding,1,4,1,0.45
p-1250,6,Graviational Lens Modelling,astrophysics,0,1,0,0.65
p-1250,6,Graviational Lens Modelling,astrophysics,0,4,1,0.7
p-1251,11,Little Red Dots,astrophysics,0,1,0,0.5
p-1251,11,Little Red Dots,astrophysics,0,4,1,0.89
p-1252,16,Database deletion,coding,1,1,0,0.55
p-1252,16,Database deletion,coding,1,4,1,0.65
p-1253,6,Graviational Lens Modelling,astrophysics,0,1,0,0.5
p-1253,6,Graviational Lens Modelling,astrophysics,0,4,1,0.5
p-1254,20,Prefix-sum,coding,1,1,0,0.5
p-1254,20,Prefix-sum,coding,1,4,1,0.75
p-1255,11,Little Red Dots,astrophysics,0,1,0,0.5
p-1255,11,Little Red Dots,astrophysics,0,4,1,0.55
p-1256,23,Switch,brainteasers,0,1,0,0.8
p-1256,23,Switch,brainteasers,0,4,1,0.5
p-1257,13,Rust,coding,0,1,0,0.5
p-1257,13,Rust,coding,0,4,1,0.8
p-1258,22,Probability puzzle,brainteasers,1,1,0,0.01
p-1258,22,Probability puzzle,brainteasers,1,4,1,0.01
p-1259,10,Large Linear Structure,astrophysics,0,1,0,0.55
p-1259,10,Large Linear Structure,astrophysics,0,4,1,0.5
p-1260,20,Prefix-sum,coding,1,1,0,0.4
p-1260,20,Prefix-sum,coding,1,4,1,0.15
p-1261,18,ORM library,coding,1,1,0,0.45
p-1261,18,ORM library,coding,1,4,1,0.5
p-1262,11,Little Red Dots,astrophysics,0,1,0,0.6
p-1262,11,Little Red Dots,astrophysics,0,4,1,0.62
p-1263,24,Switch,brainteasers,1,1,0,0.6
p-1263,24,Switch,brainteasers,1,4,1,0.5
p-1264,10,Large Linear Structure,astrophysics,0,1,0,0.04
p-1264,10,Large Linear Structure,astrophysics,0,4,1,0.5
p-1265,20,Prefix-sum,coding,1,1,0,0.79
p-1265,20,Prefix-sum,coding,1,4,1,0.55
p-1266,16,Database deletion,coding,1,1,0,0.7
p-1266,16,Database deletion,coding,1,4,1,0.5
p-1267,6,Graviational Lens Modelling,astrophysics,0,1,0,0.3
p-1267,6,Graviational Lens Modelling,astrophysics,0,4,1,0.2
p-1268,17,ORM library,coding,0,1,0,0.5
p-1268,17,ORM library,coding,0,4,1,0.65
p-1269,22,Probability puzzle,brainteasers,1,1,0,0.1
p-1269,22,Probability puzzle,brainteasers,1,4,1,0.15
p-1270,5,Graviational Lens Modelling,astrophysics,1,1,0,0.65
p-1270,5,Graviational Lens Modelling,astrophysics,1,4,1,0.8
p-1271,20,Prefix-sum,coding,0,1,0,0.3
p-1271,20,Prefix-sum,coding,0,4,1,0.05
p-1272,5,Graviational Lens Modelling,astrophysics,1,1,0,0.75
p-1272,5,Graviational Lens Modelling,astrophysics,1,4,1,0.75
p-1273,23,Switch,brainteasers,0,1,0,0.3
p-1273,23,Switch,brainteasers,0,4,1,0.45
p-1274,14,Rust,coding,0,1,0,0.5
p-1274,14,Rust,coding,0,4,1,0.5
p-1275,16,Database deletion,coding,1,1,0,0.5
p-1275,16,Database deletion,coding,1,4,1,0.5
p-1276,11,Little Red Dots,astrophysics,0,1,0,0.99
p-1276,11,Little Red Dots,astrophysics,0,4,1,0.5
p-1277,11,Little Red Dots,astrophysics,0,1,0,0.45
p-1277,11,Little Red Dots,astrophysics,0,4,1,0.5
p-1278,17,ORM library,coding,0,1,0,0.7
p-1278,17,ORM library,coding,0,4,1,0.65
p-1279,18,ORM library,coding,1,1,0,0.62
p-1279,18,ORM library,coding,1,4,1,0.35
p-1280,15,Database deletion,coding,0,1,0,0.96
p-1280,15,Database deletion,coding,0,4,1,0.76
p-1281,11,Little Red Dots,astrophysics,0,1,0,0.75
p-1281,11,Little Red Dots,astrophysics,0,4,1,0.75
p-1282,7,Internal Temperature of Stars,brainteasers,1,1,0,0.95
p-1282,7,Internal Temperature of Stars,brainteasers,1,4,1,0.95
